"body","entityname","userid","createdAt"
"☕🤯","Espresso Royale","10156344121117340","2018-03-23 19:40:03.839+00"
"☕🥐","Five Points Artisan Bakeshop","imKur6dQMxYb8x5zU0gyJcoLIkw1","2018-12-11 13:28:59.452+00"
"☕🥐👩🏽‍💻📶👍","Blue Bottle Coffee","10155200088205955","2019-01-07 23:30:43.13+00"
"☕🥐😋👩🏽‍💻","Equator Coffees & Teas","10155200088205955","2018-12-18 17:00:41.759+00"
"☕🥐😋😍","Twelve Forty COFFEE & BAKERY & GotBaja Store","1647801008617579","2018-11-24 06:42:59.407+00"
"☕🥐🤗👍","Napa Farms","115361705896308","2017-12-20 05:09:02.94+00"
"☕🥐🤗👍","Napa Farms","108032751776815363988","2017-12-20 05:09:02.94+00"
"☕🥐🤷‍♂️","Starbucks","1632251683493765","2017-12-21 13:37:49.338+00"
"☕🥑🍞🆗😐","Dr Smood - Soho Organic Cafe","10155200088205955","2018-11-05 15:54:05.505+00"
"☕🥑🍞🙂","Woodstock General","10155200088205955","2018-01-05 16:33:44.109+00"
"☕🥓🥞🍳😎","Lester's Diner","115726429549715946128","2018-04-10 19:01:54.922+00"
"☕🥗🍕🍝👧","라포레 아크로비스타점","Ore5wuGho6eoXwYVwR1INWWsLi13","2018-09-19 05:19:28.724+00"
"☕🥗👩‍🌾💬👍","Citizens of Chelsea","10155200088205955","2018-02-20 19:57:31.833+00"
"☕🥗📸","Urth Caffé Pasadena","1695707747139533","2018-03-07 18:57:15.745+00"
"☕🥚⚪🍳👍","Pekara Bakery & Bistro","10155200088205955","2018-02-14 14:50:59.658+00"
"☕🥛🍯🍫😋","Blue Bottle Coffee","1748667878486854","2018-07-17 22:48:31.816+00"
"☕🥛🍵🥤🍰","Imbibe","10155068077861455","2018-02-21 18:14:18.355+00"
"☕🥛😋🚗","Dutch Bros","1659104244102907","2018-07-24 15:37:38.667+00"
"☕🥛🙌","Stumptown Coffee Roasters","105856798281199967470","2018-04-21 21:19:05.634+00"
"☕🥞🇸🇪💻","IKEA East Palo Alto Home Furnishings","zUDmPvF8Jscw9ykmv5nvhNnG7YM2","2018-09-14 18:29:41.309+00"
"☕🥞🍳🙃","The Original Pancake House","878293195646842","2017-11-24 15:05:06.787+00"
"☕🥣😋👍","Publik Coffee Roasters","878293195646842","2018-03-13 18:30:26.874+00"
"☕🥤🍎🍓🍌","JOE & THE JUICE","105856798281199967470","2018-09-22 22:35:49.924+00"
"☕🥤🍶🧁🎶","Starbucks","10212391291791338","2018-12-27 23:13:16.765+00"
"☕🥥🌶❤️","Voyager Craft Coffee","105856798281199967470","2018-05-11 22:50:41.524+00"
"☕🦌","Kaladi Brothers Coffee","105856798281199967470","2018-08-23 02:22:07.183+00"
"☕🧟‍♀️🤷‍♂️","South Beach Cafe","1489414987817132","2018-03-19 20:47:24.88+00"
"☘️🍀🇮🇪🍺🕶️","11th Street Bar","105856798281199967470","2018-07-18 04:04:21.429+00"
"☠🍫🍹👍","Umbrella's Beach Bar","108032751776815363988","2018-03-25 17:22:21.207+00"
"☹💻😧☠","Grainger Engineering Library Information Center","1842834859127406","2018-03-10 18:31:43.905+00"
"☺☕💞🥐","Owl and Lark","1864493876898160","2017-11-22 22:02:21.419+00"
"☺☺☺☺","Baby Blues BBQ","10154958031528927","2017-11-15 19:10:03.369+00"
"☺️☺️☺️","Busey Evans Residence Dining Hall","165464120855740","2018-02-04 22:46:17.261+00"
"☺️✌️👓🥖🍷","The Bread Company","1952478298114591","2018-02-19 21:08:52.504+00"
"☺️🇨🇳🇯🇵🈲👌","AM-KO Oriental Foods & Gifts","1760092214030588","2017-12-14 20:30:28.689+00"
"☺️🍝🍴🍴","DESTIHL Restaurant & Brew Works","1519806824731644","2017-11-28 03:55:46.468+00"
"☺️🍰👬👫👋","MR CAKE","1726108570780522","2018-05-30 18:15:09.239+00"
"☺️🐱🎬","GQT Savoy 16 IMAX","10102728676322882","2018-03-22 02:25:57.282+00"
"☺️💕🍵","Latea Bubble Tea Lounge","1270106893044550","2017-12-08 05:12:52.143+00"
"☺️😋","Busch Faculty Dining Hall","106673298659391356978","2018-04-14 14:09:16.708+00"
"☺️😚🤩🌏🎄","Sushi Ichiban","10215323205660534","2017-12-04 18:31:07.405+00"
"☺️🙌🥙😎","The Halal Guys","10210528750468531","2017-12-22 19:13:24.72+00"
"☺️🥃🐑🎼","Modavie","55XOWlmkjmPi7WpgqtOxTvYkjbV2","2018-04-23 12:04:16.813+00"
"☺🍷🍕🍝🇮🇹","Terún","10203191900074104","2017-11-11 04:08:54.613+00"
"☺🐐😍🍚🌶","Ambar India Restaurant","100162404055730","2017-10-19 15:56:10.396+00"
"☺🐣🍚🐐😊","Ambar India Restaurant","1270106893044550","2017-10-31 20:14:57.213+00"
"☺🐣🍳🥞🤤","Perkins Restaurant & Bakery","1270106893044550","2017-11-13 01:37:32.834+00"
"☺😧😻🐣🐷","Chipotle Mexican Grill","100162404055730","2017-10-23 19:07:30.43+00"
"☺🥐🐔🥐","Federal Donuts","10154958031528927","2017-11-15 19:15:02.083+00"
"☺🥗👍","Cosi","10154958031528927","2017-11-16 19:18:10.935+00"
"♟️🌧️☕","Red Rock Coffee","zUDmPvF8Jscw9ykmv5nvhNnG7YM2","2019-02-05 01:59:47.485+00"
"♠️🃏♥️💸💸","Treasure Island","105856798281199967470","2019-02-09 23:09:57.39+00"
"♥️🌮","Taco Bell","10156139627340802","2018-01-28 19:29:56.789+00"
"♥️🛍️💎😍💸","ATELIER COURONNES","1660353924016921","2018-02-21 03:10:39.492+00"
"♨️🇬🇩🍫😋","House of Chocolate Grenada Museum","10155200088205955","2018-03-24 21:22:47.395+00"
"♨️🌶️🍫😋","Ferry Building Marketplace","106173579224565293482","2018-10-01 20:38:16.567+00"
"♨️🍗🍕😊","Howie's Artisan Pizza","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2018-09-30 01:30:37.625+00"
"♨️🍩🕳️👌","Skillet Regrade","106173579224565293482","2018-11-28 01:52:57.247+00"
"♨️🍫4️⃣⭐","Cupcake Royale","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2018-09-26 20:14:58.438+00"
"♨️🍫4️⃣⭐","Top Pot Doughnuts","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2018-09-26 20:18:49.992+00"
"♨️🍫5️⃣⭐","Uptown Espresso Belltown","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2018-10-28 00:50:08.789+00"
"♨️🍫5️⃣⭐","Espresso Vivace","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2019-02-10 23:52:55.985+00"
"♨️🍫5️⃣🌟","General Porpoise Doughnuts","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2018-09-26 20:16:29.478+00"
"♨️🍫5️⃣🌟👌","General Porpoise Doughnuts","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2018-12-29 20:22:05.107+00"
"♨️🍫➗👩‍👧🤤","Cafe Venetia","106173579224565293482","2018-09-30 01:27:30.875+00"
"♨️🍫🆗⭐⭐","Rocky Mountain Chocolate Factory","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2018-09-26 20:19:52.34+00"
"♨️🍫🌟💵😐","Starbucks","1425689854196183","2017-12-19 04:17:21.484+00"
"♨️🍫🍨4️⃣⭐","Shug's Soda Fountain and Ice Cream","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2018-10-06 03:49:59.683+00"
"♨️🍫🍪4️⃣⭐","Tilikum Place Cafe","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2018-10-14 21:33:47.093+00"
"♨️🍫🍪6️⃣🌟","Dandelion Chocolate","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2018-10-02 02:43:53.087+00"
"♨️🍫🍪💝","Pierre Hermé Paris","106173579224565293482","2018-10-20 10:41:15.523+00"
"♨️🍫🍰🍓🍦","Hot Cakes - Molten Chocolate Cakery","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2018-11-28 07:21:10.596+00"
"♨️🍫😕5️⃣🌟","Cafe Venetia","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2018-09-30 01:15:21.664+00"
"♨️🍫🚗5️⃣⭐","Intrigue Chocolate Co.","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2019-01-05 21:14:26.206+00"
"♨️🍫🤩","Cafe Du Monde","105856798281199967470","2019-01-05 03:56:56.066+00"
"♨️🐔🥪😋","Big Sur Tap House","105856798281199967470","2018-09-16 02:53:41.786+00"
"⚓⛵📜","Vasa Museum","10156139627340802","2018-05-12 14:46:10.497+00"
"⚜️","New Orleans","105856798281199967470","2019-01-06 03:34:39.02+00"
"⚜🍁🎶🎵","Mckibbins Irish Pub","VaVSyKcXHxXqrVdZ9todkI8sKRX2","2018-04-27 04:29:20.485+00"
"⚜👌⚜","Palais des Congrès in Montreal","VaVSyKcXHxXqrVdZ9todkI8sKRX2","2018-04-21 16:45:33.893+00"
"⚡⏱️🚶‍♂️✈️🙂","San Francisco International Airport","htinzXo0U8gSKo8oHgG1WEkqWXc2","2019-01-21 06:54:48.056+00"
"⚡⚡⚡🍞🍖","Jimmy John's","878293195646842","2017-08-31 05:00:28.777+00"
"⚡⚡🎺🎸😎","Grainger Engineering Library Information Center","2053211201557946","2018-03-10 06:17:36.249+00"
"⚡⚡🥖🥖🍖","Jimmy John's","878293195646842","2017-11-16 20:05:54.325+00"
"⚡🌧☔🧡","Bengaluru","NtZXW98azidraKCZ5W1kK0qnjgq2","2018-05-18 12:27:47.729+00"
"⚡💡☕🍽🎵","Electric Diner","105856798281199967470","2018-05-28 13:24:58.676+00"
"⚪⚪⚪⚪⚪","Perfection Nails Salon","849156475252964","2018-06-01 23:30:41.544+00"
"⚪🍑🍩😋😍","General Porpoise","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2018-07-04 00:56:27.618+00"
"⚪🍷👅😍","Winzerhof Lehensteiner","10155200088205955","2018-06-03 11:50:31.93+00"
"⚪👩‍👧‍👧🌿🌴🌱","The Spheres","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2018-11-28 01:18:34.286+00"
"⚪🥛➕👍👍","Tea Era","10210616148458401","2018-01-25 06:15:02.068+00"
"⚫🍋🍯🙂","Pressed Juicery","1425689854196183","2018-01-15 23:24:34.315+00"
"⚫🍻👦👦⚾","Drop Off Service","105856798281199967470","2018-07-18 02:57:08.653+00"
"⚫🐆👍👍👍","GQT Savoy 16 IMAX","1660353924016921","2018-03-02 05:29:29.988+00"
"⚫👁️😱➡️😋","Frankie & Jo's Capitol Hill","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2018-11-29 04:53:04.143+00"
"⚰️🇫🇷🇪🇬🇮🇹🇨🇭","Napoléon's Tomb","108032751776815363988","2018-10-20 12:25:18.084+00"
"⚰💀💤","Westfield Broward","794492160751553","2018-05-19 20:06:02.781+00"
"⚽🇧🇪😍🇧🇷👎","Saratoga","10155351902975735","2018-07-06 19:59:50.53+00"
"⚽🇰🇷✌🙉🙊","1904 S 1st St","904147553087729","2018-06-27 20:59:34.093+00"
"⚽🇺🇸😀😀","CenturyLink Field","10214788409806965","2018-03-02 03:57:32.262+00"
"⚽🌎🌍🌏🏆","Fifa World Football Museum","105856798281199967470","2018-08-07 14:51:28.635+00"
"⚽🍺🇫🇷🇭🇷","The Ainsworth","Tbm2Zycc8lQKDDOMWE7RZD1n7QY2","2018-07-15 15:53:25.721+00"
"⚽🏅🥅🏟🇪🇸","Camp Nou","10203191900074104","2017-11-21 15:37:24.152+00"
"⚽😃","Soccer Planet","10213168878628901","2018-03-11 03:07:26.71+00"
"⚾🌉👶❌🍻","AT&T Park","10155351902975735","2018-07-07 03:49:01.156+00"
"⚾🌲🏞🛤","Congress Springs Park","105856798281199967470","2018-05-16 19:44:43.081+00"
"⚾🍖🍟⚾💸","Petco Park","L6XGRy07NFR6GBqeW73VnovhcpE2","2018-04-28 04:41:45.315+00"
"⚾🍻☀🙌","Wrigley Field","1659104244102907","2017-09-04 15:34:35.667+00"
"⛅🍩☕💭📝","BrewLab Coffee","1898612533778623","2018-07-28 20:17:37.446+00"
"⛅🚘🛩🛫🛬","Dallas/Fort Worth International Airport","103629337075362","2017-11-25 12:38:50.97+00"
"⛈️☔💢😡🤬","Thomas M. Siebel Center for Computer Science","10212391291791338","2018-12-31 14:28:51.503+00"
"⛈🐈🐕🚕😨","Washington Union Station","10155200088205955","2018-05-14 23:57:05.777+00"
"⛔🍗☑️🥦🥒","County Market","10212391291791338","2018-10-23 02:36:37.695+00"
"⛔💉📗➕🍕","Amazon - Doppler","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2018-11-29 02:29:06.456+00"
"⛪","Greyfriars Kirk","tEFvPcBHzsZYGmYlvcePL0rzfld2","2018-05-25 10:58:12.346+00"
"⛪","St Pierre Cathedral","105856798281199967470","2018-08-15 15:20:11.344+00"
"⛪✝️✨⚪😮","Cathedral of Our Lady Antwerp","105856798281199967470","2018-08-10 14:29:50.811+00"
"⛪🇮🇹😇","Duomo di Milano","105856798281199967470","2018-08-07 08:15:21.431+00"
"⛪🌚🙏😯","St. Jerome Croatian Catholic Church","1864493876898160","2018-04-23 02:12:10.77+00"
"⛪🍹👍","Hotel Catedral La Paz","1647801008617579","2018-11-24 06:31:32.249+00"
"⛪🎶💓🙃😇","Notre-Dame Basilica of Montreal","106173579224565293482","2018-04-23 16:42:42.842+00"
"⛪🏛🤷","St Pierre Cathedral","10155200088205955","2018-06-06 13:50:38.266+00"
"⛪👣⬆️👁️🏙️","Grossmünster","105856798281199967470","2018-08-08 08:39:18.006+00"
"⛪👨‍🎨👩‍🎨😮⚜","Notre-Dame Basilica of Montreal","878293195646842","2018-04-22 21:17:29.962+00"
"⛪👨‍👩‍👧‍👦👨‍👩‍👧‍👦👨‍👩‍👧‍👦😎","St. Stephen's Cathedral","10155200088205955","2018-06-05 10:27:46.872+00"
"⛪👰🤵💍🎉","St Giles' Cathedral","105856798281199967470","2018-05-26 12:47:59.471+00"
"⛪💠👨‍🎨👍","Fraumünster Church","10155200088205955","2018-06-09 13:35:15.616+00"
"⛪🔝🗿😈😀","Notre Dame","106173579224565293482","2018-10-21 11:52:47.152+00"
"⛪😍☺️🕊️🎹","Holy Name Cathedral Parish","1659104244102907","2018-08-06 18:07:23.193+00"
"⛪😲⭐","Basilique Notre-Dame de la Garde","10203814544039457","2018-03-24 21:48:04.268+00"
"⛪🛐🇨🇦✝","Notre-Dame Basilica of Montreal","105856798281199967470","2018-04-22 19:21:06.689+00"
"⛪🧚‍♀️👸🏰🛐","Mary, Queen of the World Cathedral","106173579224565293482","2018-04-25 18:59:52.898+00"
"⛰⛺🧗‍♀️🗿🏊‍♀️","Shilhaandara Resort","yqAhzpXIVWSk9Ko3paHUmNWomFp1","2018-05-16 04:30:10.934+00"
"⛰✌☀️😵😍","Ulriken","1726108570780522","2018-05-26 14:54:17.878+00"
"⛰⬇️🎉🤽‍♀️❤️","Guhantara Resort","yqAhzpXIVWSk9Ko3paHUmNWomFp1","2018-05-16 04:34:14.348+00"
"⛰️🏃🧗‍♂️🤟🌳","Castle Rock State Park","1671649076180873","2018-02-15 05:12:28.034+00"
"⛰️🏰👑🏴󠁧󠁢󠁳󠁣󠁴󠁿😍","Edinburgh Castle","1361942793868970","2017-12-24 14:01:14.064+00"
"⛰🦅🆒👍","Pinnacles National Park","878293195646842","2018-03-31 22:47:30.18+00"
"⛲🌡️🍹🤑🤑","Encore Beach Club","1659104244102907","2018-07-24 15:47:52.4+00"
"⛲🐳🛥🤩😎","The Geneva Water Fountain","10155200088205955","2018-06-06 10:26:34.996+00"
"⛲👫👫🏙️😍","Embarcadero Center","106173579224565293482","2018-09-01 19:15:05.54+00"
"⛲💡🛋️🖼️🍷","3 Arts Club Cafe","1659104244102907","2018-08-06 18:01:26.375+00"
"⛲💦🌳☀️😩","Orchard Supply Hardware","106173579224565293482","2018-07-07 01:26:46.864+00"
"⛲🗣️📱🤩","Illini Union","100162404055730","2017-11-30 04:40:18.375+00"
"⛳😃🏌️‍♀️🏌️‍♂️☀️","Topgolf","1659104244102907","2018-07-24 15:49:01.78+00"
"⛴⛴🚝🚄🚔","Thomas M. Siebel Center for Computer Science","10102871515302135","2018-03-10 19:56:14.483+00"
"⛴️🌊🌅🌬️😍","Woods Hole Terminal","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2018-08-27 19:03:53.006+00"
"⛴️👫➡️👨‍👩‍👧‍👦🍇","Ferry Terminal/FDR Dr","10155200088205955","2018-08-24 19:43:02.848+00"
"⛵☀️🍻👙","Chicago Sailing","1659104244102907","2018-05-27 20:20:46.501+00"
"⛵☀️😍🌊🤢","Offshore Adventures","1659104244102907","2018-07-24 15:32:36.518+00"
"⛵🌁🌲👼🏝️","Angel Island State Park","108032751776815363988","2018-09-27 21:13:29.964+00"
"⛵🌅🍽🍹💑","Sails","10155200088205955","2018-03-24 22:57:14.111+00"
"⛵🌊😮👍","Vasa Museum","1726108570780522","2018-04-02 13:15:05.946+00"
"⛵🌍🤳😁","SatPhoneStore","pqg4cSB2WjU8YGQB5kNtEEnq3kw2","2018-11-01 20:52:34.354+00"
"⛵🍹🥩🐟🌊","Sails","108032751776815363988","2018-03-24 22:51:15+00"
"⛵👏🧡💙","Thomas M. Siebel Center for Computer Science","105856798281199967470","2018-04-07 22:18:37.64+00"
"⛸️⛸️⛸️","UI Ice Arena","140645546625670","2018-01-19 03:33:12.068+00"
"⛸️❄️💵💸","Nazareth Ice Oasis San Mateo","10203814544039457","2018-01-17 18:31:52.721+00"
"⛸️🏒👨‍👩‍👧‍👦🐻🦅","MB Ice Arena","10209215430457530","2018-11-22 01:30:02.118+00"
"⛽","Safeway Fuel Station","imKur6dQMxYb8x5zU0gyJcoLIkw1","2019-01-01 23:14:41.909+00"
"⛽","English harbour Gas Station","10155200088205955","2019-01-13 21:13:32.823+00"
"✂️💇‍♂️😎","Juno Hair","yfQw5nZ5WtbGjXSR4TuXjykfmal1","2018-07-18 04:13:25.324+00"
"✂️💈➡️🦇🍸","Blind Barber","105856798281199967470","2018-07-18 04:05:39.036+00"
"✂️🖨️🎧😓","Champaign-Urbana Community Fab Lab","10207814784727552","2018-02-07 01:30:50.058+00"
"✂️😎💈","Lee's Hair Salon","lKlAPrXbDFdxA6H20byRG73mzbg2","2019-02-13 03:43:09.848+00"
"✂️🥣🍓☕👍","Corner Bakery Cafe","10155200088205955","2018-12-21 19:02:11.727+00"
"✂😍👏","Ritual Salon","10211909841598672","2017-11-17 17:58:09.717+00"
"✈✈🏃🏃🏃","University of Illinois Willard Airport","10212886863311893","2017-11-09 23:59:18.02+00"
"✈️2️⃣❄️🌡️😓","Fort Lauderdale-Hollywood International Airport","878293195646842","2018-01-01 14:23:32.111+00"
"✈️☀️🌴🐠","University of Illinois Willard Airport","10210328739483687","2018-04-14 23:01:39.903+00"
"✈️✈️✈️✈️✈️","Ankara Esenboga Airport","RTmDVZIBaCTRjBEhfBYxGYsiyCx2","2018-06-17 18:04:22.393+00"
"✈️✈️🏢🏢👳","Kung Fu Tea","10214519109108459","2018-01-20 02:48:58.04+00"
"✈️❌⛈️🗽🤬","O'Hare International Airport","108032751776815363988","2018-08-18 01:50:26.557+00"
"✈️➡️🌴4️⃣🎄","O'Hare International Airport","878293195646842","2017-12-21 01:11:49.132+00"
"✈️🇦🇹🔴👁😫","Newark Liberty International Airport","10155200088205955","2018-06-01 20:15:18.132+00"
"✈️🇨🇦➡️🇺🇸🏠","Montréal-Pierre Elliott Trudeau International Airport","1111655028939865","2018-04-25 20:43:57.498+00"
"✈️🇨🇦👩‍💻👨‍💻🦖","O'Hare International Airport","105856798281199967470","2018-04-22 13:15:03.828+00"
"✈️🇮🇳🔜🇺🇲👨‍🏫","Indira Gandhi International Airport","yfQw5nZ5WtbGjXSR4TuXjykfmal1","2018-08-12 20:40:03.631+00"
"✈️🇰🇷🇭🇰🇮🇳😞","Incheon International Airport","yfQw5nZ5WtbGjXSR4TuXjykfmal1","2018-07-19 04:32:30.204+00"
"✈️🌉😴","O'Hare International Airport","2053211201557946","2018-11-14 20:26:47.552+00"
"✈️🌴🏖🙂","San Diego International Airport","10210457306100125","2018-07-01 22:56:18.013+00"
"✈️🍳🍵🍦","Three Twins Ice Cream","10103829476201045","2017-12-20 20:16:40.735+00"
"✈️🏠☘","Boston Logan International Airport","10156344121117340","2018-03-26 04:21:53.224+00"
"✈️👋","Stockholm Arlanda Airport","10156139627340802","2018-05-13 05:42:37.723+00"
"✈️👩‍💼➡️👫👍","Dulles International Airport","108032751776815363988","2018-05-13 04:06:57.579+00"
"✈️👳🇮🇳🍛","O'Hare International Airport","2091917037486877","2018-03-16 23:36:10.551+00"
"✈️💺👂💢😩","SeaTac","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2018-12-26 17:21:33.998+00"
"✈️🔚🏫👨‍🎓😔","O'Hare International Airport","1111655028939865","2018-05-13 23:09:22.628+00"
"✈️🔜🕺💃","Denver International Airport","105856798281199967470","2019-01-04 18:50:21.953+00"
"✈️🗽👨‍👩‍👧‍👦❤️","San Francisco International Airport","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","2018-07-13 05:17:16.857+00"
"✈️😊","Seattle-Tacoma International Airport","10156087054263545","2018-02-10 05:31:35.255+00"
"✈️😪🍷🛏","Embassy Suites by Hilton San Francisco Airport Waterfront","110478412661569610356","2018-05-16 03:45:57.708+00"
"✈️😴🇬🇧","Heathrow Airport","1898612533778623","2018-06-12 10:01:11.405+00"
"✈️🛩😴🚗🏡","Norman Y. Mineta San Jose International Airport","10212391291791338","2018-06-18 01:00:39.065+00"
"✈️🥃➡️🚌🏫","O'Hare International Airport","1111655028939865","2018-04-26 01:31:52.192+00"
"✈️🥇💺🤩😱","Los Angeles International Airport","108032751776815363988","2018-04-29 22:21:48.105+00"
"✈️🥖😋","American Express Centurion Lounge","10210328739483687","2018-06-16 21:39:55.207+00"
"✈😓🌇🕕","O'Hare International Airport","10212886863311893","2017-11-12 13:58:54.014+00"
"✉️💸🔙🙏🕙","Altgeld Hall","10155963998008817","2018-04-13 15:18:30.687+00"
"✋👆🍗","Popeyes Louisiana Kitchen","10207814784727552","2018-02-21 03:24:23.58+00"
"✋👓🤚🎮🧐","Thomas M. Siebel Center for Computer Science","gZeNLZHXyOPwnpW6sKLjthaN3Uk1","2018-10-22 22:44:53.656+00"
"✌✈️😞","Fort Lauderdale-Hollywood International Airport","1864493876898160","2018-03-22 01:47:57.688+00"
"✌️✌️","Cucina Venti Restaurant","1684532181593252","2018-01-29 22:50:23.867+00"
"✌🍀✈️","O'Hare International Airport","1864493876898160","2018-03-17 23:09:41.797+00"
